109002622928822273	boehner	20954885	negative
109016744177319937	boehner	37107660	negative
109000977264295936	boehner	16250929	neutral
106071742820265984	boehner	108617892	negative
109001223956463616	boehner	113061485	negative
109000697319657472	boehner	131227591	neutral
101028289136697344	boehner	327493915	neutral
104032618705715200	boehner	7807292	positive
109001059682369536	boehner	212403124	negative
100880109921239040	boehner	92697639	positive
109001043232305152	boehner	16661097	neutral
108956215438086144	boehner	183353797	negative
109002873697878016	boehner	244126934	negative
96679152068988928	boehner	322293210	negative
109002569942175744	boehner	25185001	neutral
100668742882705409	boehner	16426077	neutral
108577537071910912	boehner	177423199	neutral
109001185259819008	boehner	28592453	negative
109002088780005376	boehner	10507832	neutral
101029173702819842	boehner	54257746	neutral
109001152833662976	boehner	47147054	neutral
111696208740884480	rugby world cup	190686764	neutral
104773488799268864	rugby world cup	24651255	negative
102705034470498305	rugby world cup	138387125	negative
101890785275949056	rugby world cup	190321556	negative
101452523759607809	rugby world cup	72015454	neutral
101574714840977409	rugby world cup	54473030	neutral
102705222475984896	rugby world cup	248258878	negative
102522451816235008	rugby world cup	325558952	neutral
101619112194736128	rugby world cup	252742529	neutral
102432235105419265	rugby world cup	140044667	positive
100516165855617025	rugby world cup	91321101	positive
104109412695810048	rugby world cup	109216147	neutral
105197057844846592	rugby world cup	205262441	negative
105255718269104128	rugby world cup	111005623	negative
103399007484772352	rugby world cup	48292678	neutral
102525887077040128	rugby world cup	102811600	neutral
104124524810874880	rugby world cup	114503071	negative
102462990133112832	rugby world cup	279925750	negative
105558608678363138	rugby world cup	43068480	neutral
103203884725567488	windows 7	50357085	negative
100197935970652160	windows 7	192590613	neutral
90854967476363265	windows 7	23108799	neutral
102522834261262336	windows 7	9141832	negative
103942286265679873	windows 7	14146019	negative
108563517724049408	windows 7	271473962	neutral
109228474358710272	windows 7	196884501	neutral
101228037500182528	windows 7	269135285	neutral
109393614064455680	windows 7	15462399	neutral
103384537324732416	windows 7	101840761	neutral
109030416631087104	windows 7	43085350	neutral
104093934401232896	windows 7	170277278	neutral
111025350171045889	windows 7	212277484	negative
104789146962366464	windows 7	16347909	negative
103972153925443584	windows 7	17528001	neutral
90971482913652736	windows 7	41994410	positive
93266956513325057	conrad murray	230752398	neutral
108759304181526529	conrad murray	363931149	neutral
94101630697484288	conrad murray	113217739	neutral
111628518282104833	conrad murray	21425549	neutral
108245367765733377	conrad murray	122615661	neutral
111628518282104833	conrad murray	21425549	neutral
101148381346398209	conrad murray	94011057	negative
101331802144260096	conrad murray	258522501	neutral
111855302156099585	conrad murray	93059585	neutral
94026043119247360	conrad murray	31123777	neutral
100865153960132608	conrad murray	194205193	neutral
262696171703783425	celebrity juice	283223567	positive
264123855306641409	celebrity juice	129882484	positive
264110605730988032	celebrity juice	114586489	positive
262110858660941824	celebrity juice	598554482	neutral
264117710437351424	celebrity juice	371164203	positive
264127697196822528	celebrity juice	114255419	positive
264120116969627648	celebrity juice	381103532	positive
264125369257455616	celebrity juice	145277563	positive
261602737693814785	celebrity juice	465934405	neutral
261782415662526464	celebrity juice	362119227	neutral
111854950841196544	celebrity juice	105805842	positive
111476531758514176	celebrity juice	68249411	positive
112050652489859072	celebrity juice	232376395	positive
111718815578062848	celebrity juice	124004671	positive
111824175580200960	celebrity juice	248813520	positive
111929406846545920	celebrity juice	28983293	negative
111718983148904448	celebrity juice	261825826	positive
111839599457861632	celebrity juice	20059782	positive
111793453825933312	celebrity juice	58923175	positive
111914336393506817	celebrity juice	63263214	positive
111718659336044544	celebrity juice	20632700	positive
111855071020584960	celebrity juice	92610238	positive
111477260451713025	celebrity juice	26254037	positive
111868924253048833	celebrity juice	27134028	positive
111794013799063554	celebrity juice	175847441	positive
111853887895515136	celebrity juice	20576706	neutral
111719777055145984	celebrity juice	222923751	positive
111734263019347968	celebrity juice	122017228	positive
110223787944976384	droid bionic	45879460	neutral
111823672993529856	droid bionic	12997002	neutral
109634216093954048	droid bionic	88090633	neutral
108230031880368128	droid bionic	23717472	neutral
110540813716570112	droid bionic	211279117	positive
107989219103879168	droid bionic	208086916	neutral
111553068902006784	droid bionic	275811159	neutral
107792924523245568	droid bionic	333453752	negative
111809777004322817	droid bionic	5664792	neutral
107900623042785280	droid bionic	178465017	neutral
109076990899916800	droid bionic	170914578	neutral
109272940570357760	droid bionic	27736606	neutral
111522086333333504	droid bionic	162441783	neutral
104380100287545344	droid bionic	357128592	positive
108398021116575744	droid bionic	242164117	positive
111496384632463360	droid bionic	156154060	positive
259135606200868865	droid bionic	17644917	neutral
259147552996327424	droid bionic	555427306	positive
259135606137966593	droid bionic	177603947	positive
100503331952271360	kung fu panda 2	78645751	neutral
100503244962406400	kung fu panda 2	304917066	neutral
100484040750149633	kung fu panda 2	58394565	neutral
100484763084783617	kung fu panda 2	100501676	neutral
100500019202895872	kung fu panda 2	300097931	positive
100485461704851456	kung fu panda 2	194930259	neutral
102145743250391040	kung fu panda 2	167878124	neutral
100484828864061440	kung fu panda 2	43003774	neutral
100486071091073024	kung fu panda 2	73448257	neutral
101104921033707521	kung fu panda 2	35274641	positive
100529710613807104	kung fu panda 2	182632134	neutral
102265682154102784	kung fu panda 2	32284898	positive
100488064446627840	kung fu panda 2	193365174	positive
100485459989381120	kung fu panda 2	141250621	neutral
100048630001582081	kung fu panda 2	50122026	positive
100488297406660608	kung fu panda 2	52921901	neutral
100485103389638656	kung fu panda 2	68611060	positive
100108726681337857	kung fu panda 2	7827172	negative
100486512772251648	kung fu panda 2	53848566	neutral
109227767333265408	lloyd robertson	310626016	neutral
109288021341384704	lloyd robertson	23159696	negative
109001452000788482	lloyd robertson	46438367	neutral
109272638165221376	lloyd robertson	22730287	negative
109318399284355073	lloyd robertson	40753509	negative
106569271450140673	lloyd robertson	191241076	neutral
109241793635299328	lloyd robertson	17850857	negative
108547418622136320	lloyd robertson	223546895	positive
109093584166326272	lloyd robertson	47618120	positive
109318249514143744	lloyd robertson	21714886	negative
109332291150544897	lloyd robertson	124950761	positive
109273529513549824	lloyd robertson	16818520	positive
109228096384798720	lloyd robertson	21108073	positive
109183675299667969	lloyd robertson	28158298	neutral
101060074771984384	lloyd robertson	53572999	neutral
108758959632035841	lloyd robertson	172533762	positive
109287825110863872	lloyd robertson	21515380	negative
109122120847589376	lloyd robertson	56793909	positive
101301416529903618	nokia n9	145024879	positive
90905261992194048	nokia n9	177156106	neutral
91081325884358656	nokia n9	48453	neutral
101149621740515328	nokia n9	315605046	neutral
94613445332303872	nokia n9	240276237	neutral
96574194346770432	nokia n9	22576224	positive
106328553838227456	nokia n9	17670912	positive
91186900437712896	nokia n9	30830935	positive
103476326253608960	nokia n9	30830935	neutral
94248654969389057	nokia n9	95349399	positive
108444506294202368	nokia n9	207412793	neutral
100970722079412225	nokia n9	346122711	negative
102205298932072448	nokia n9	277399708	positive
101316639206813696	nokia n9	171057837	negative
100002521464053761	rise of the planet of apes	72724061	positive
100244223315558401	rise of the planet of apes	313005431	neutral
100304159491899393	rise of the planet of apes	69968102	positive
100275185957081088	rise of the planet of apes	255666197	positive
100001547253063681	rise of the planet of apes	40165410	neutral
100137150321917952	rise of the planet of apes	193017230	positive
100003671072456704	rise of the planet of apes	110349300	positive
100002016922832896	rise of the planet of apes	27457376	neutral
100017848314900480	rise of the planet of apes	272414270	positive
100092222699081728	rise of the planet of apes	48718901	positive
100318977728839680	rise of the planet of apes	249952874	positive
100335663613882368	rise of the planet of apes	5463692	neutral
100212602520608769	rise of the planet of apes	333735840	neutral
100274720783613952	rise of the planet of apes	168422187	positive
100244873386536960	rise of the planet of apes	39089882	neutral
100289335701667840	rise of the planet of apes	195504144	positive
100077040413315072	rise of the planet of apes	24118994	positive
100213241103400960	rise of the planet of apes	38303316	positive
103926602785759232	rise of the planet of apes	250680911	neutral